name,html_link,oldest_commit_date,newest_commit_date,days_between_commits,repo_creation_date,days_between_creation
JoseAndresMR/ros_magna,https://github.com/JoseAndresMR/ros_magna,2018-05-09,2019-09-02,481,2018-02-20,559
JoshuaRiddell/megabot,https://github.com/JoshuaRiddell/megabot,2019-10-25,2020-09-20,331,2019-10-25,331
josuearaujo/sistema-alocador-para-robos,https://github.com/josuearaujo/sistema-alocador-para-robos,2019-11-07,2019-11-07,0,2019-11-07,0
Jpub/ROS,https://github.com/Jpub/ROS,2017-04-06,2017-04-14,8,2017-04-06,8
JRosaa/atrv_ur5e,https://github.com/JRosaa/atrv_ur5e,2019-11-12,2020-11-09,363,2019-11-12,363
JRosaa/mbzircsim,https://github.com/JRosaa/mbzircsim,2019-11-12,2020-06-24,225,2020-05-04,51
jsb12302/Ros_auto_driving,https://github.com/jsb12302/Ros_auto_driving,2021-11-23,2021-12-31,38,2021-11-16,45
JSKAerialRobot/aerial_robot_demo,https://github.com/JSKAerialRobot/aerial_robot_demo,2018-06-22,2021-05-20,1063,2018-06-22,1063
jtradwil/hypnotic_babbling,https://github.com/jtradwil/hypnotic_babbling,2017-03-27,2017-04-26,30,2017-03-27,30
jubeira/roscpp_android_test,https://github.com/jubeira/roscpp_android_test,2017-02-15,2017-02-15,0,2017-02-15,0
juliangaal/pluto_robot_test,https://github.com/juliangaal/pluto_robot_test,2015-02-25,2021-10-28,2437,2021-12-15,-48
Juxi/apb-baseline,https://github.com/Juxi/apb-baseline,2016-10-04,2016-10-04,0,2016-10-04,0
jwnicholas99/ros_remote_explorer,https://github.com/jwnicholas99/ros_remote_explorer,2021-02-20,2021-04-11,50,2021-02-20,50
KAIST-Hubo-Lab/MobileRB5_navigation_WRS,https://github.com/KAIST-Hubo-Lab/MobileRB5_navigation_WRS,2019-12-11,2020-01-10,30,2019-12-11,30
KAIST-USRG/dr_navigation,https://github.com/KAIST-USRG/dr_navigation,2019-02-14,2020-04-02,413,2019-10-16,169
karadalex/surgery_robotics_kuka_barrett,https://github.com/karadalex/surgery_robotics_kuka_barrett,2020-01-06,2022-01-19,744,2020-02-29,690
karajfilip/uav_voice_control,https://github.com/karajfilip/uav_voice_control,2021-04-12,2021-06-30,79,2021-04-12,79
kbogert/UR3e_RG2_ER5,https://github.com/kbogert/UR3e_RG2_ER5,2020-03-28,2021-02-11,320,2020-03-30,318
ken-hori-2/Horiken_2020_0,https://github.com/ken-hori-2/Horiken_2020_0,2021-03-01,2021-04-08,38,2021-03-01,38
ken-hori-2/Horiken_2021,https://github.com/ken-hori-2/Horiken_2021,2021-05-30,2022-01-08,223,2021-05-30,223
Kenkoko/ua-ros-pkg,https://github.com/Kenkoko/ua-ros-pkg,2009-12-04,2013-01-24,1147,2015-05-05,-831
KepaCantero/HBPbackend,https://github.com/KepaCantero/HBPbackend,2014-11-05,2019-06-04,1672,2019-06-06,-2
KeV1NBR/ros_structure_test,https://github.com/KeV1NBR/ros_structure_test,2021-08-11,2021-09-28,48,2021-09-27,1
khleedavid/FIDBOT_ROS,https://github.com/khleedavid/FIDBOT_ROS,2019-10-21,2020-05-15,207,2020-05-15,0
kirillin/quantum_command_center,https://github.com/kirillin/quantum_command_center,2019-11-13,2019-11-13,0,2019-11-13,0
kirillin/quantum_mobile_robot,https://github.com/kirillin/quantum_mobile_robot,2019-10-11,2019-11-13,33,2019-10-11,33
Kishaan/amr_team07,https://github.com/Kishaan/amr_team07,2013-03-18,2018-02-05,1785,2018-02-20,-15
Kishaan/software-development-project,https://github.com/Kishaan/software-development-project,2020-05-15,2020-05-16,1,2020-05-15,1
KIT-Happy-Robot/happymimi_apps,https://github.com/KIT-Happy-Robot/happymimi_apps,2021-03-23,2021-12-07,259,2021-08-27,102
KIT-Happy-Robot/happymimi_recognition,https://github.com/KIT-Happy-Robot/happymimi_recognition,2021-07-21,2021-11-27,129,2021-07-21,129
KIT-Happy-Robot/mimi_common_pkg,https://github.com/KIT-Happy-Robot/mimi_common_pkg,2019-09-19,2021-04-16,575,2020-01-20,452
KIT-Happy-Robot/rcap_2021_master,https://github.com/KIT-Happy-Robot/rcap_2021_master,2021-10-22,2021-11-28,37,2021-10-22,37
kjh948/kery,https://github.com/kjh948/kery,2020-12-25,2021-07-18,205,2020-12-25,205
klab-2021/pf1_dev,https://github.com/klab-2021/pf1_dev,2021-07-27,2021-07-27,0,2021-07-27,0
k-makihara/ROS,https://github.com/k-makihara/ROS,2020-11-26,2020-11-26,0,2020-11-26,0
KMiyawaki/lecture_ros,https://github.com/KMiyawaki/lecture_ros,2021-09-22,2021-12-29,98,2021-09-22,98
KMU-KUUVe/kuuve_2018,https://github.com/KMU-KUUVe/kuuve_2018,2018-03-06,2018-10-27,235,2018-03-27,214
koki-ogura/smach_test,https://github.com/koki-ogura/smach_test,2019-10-17,2021-10-25,739,2019-10-17,739
Krissy93/meta-workstations-project,https://github.com/Krissy93/meta-workstations-project,2019-07-04,2020-11-06,491,2019-07-04,491
ks07/ros-travel-assistant,https://github.com/ks07/ros-travel-assistant,2016-02-22,2016-05-01,69,2016-02-24,67
KSU-ART/catkin-build,https://github.com/KSU-ART/catkin-build,2014-10-07,2017-07-01,998,2014-10-07,998
ksu-auv-team/state_manager,https://github.com/ksu-auv-team/state_manager,2017-06-13,2017-07-17,34,2017-06-13,34
kth-ros-pkg/CollaborativeBaxter,https://github.com/kth-ros-pkg/CollaborativeBaxter,2019-08-12,2019-08-24,12,2019-08-12,12
kucars/kuri_mbzirc_challenge_1,https://github.com/kucars/kuri_mbzirc_challenge_1,2016-03-13,2017-03-20,372,2016-03-21,364
kucars/kuri_mbzirc_challenge_2,https://github.com/kucars/kuri_mbzirc_challenge_2,2016-03-13,2017-03-15,367,2016-03-21,359
kucars/kuri_mbzirc_challenge_3,https://github.com/kucars/kuri_mbzirc_challenge_3,2016-03-13,2019-07-24,1228,2016-03-16,1225
KumarRobotics/kr_mav_control,https://github.com/KumarRobotics/kr_mav_control,2012-09-21,2021-09-10,3276,2014-08-15,2583
kunzel/object_search,https://github.com/kunzel/object_search,2013-07-09,2014-07-30,386,2013-07-09,386
KwokDont/car_nav,https://github.com/KwokDont/car_nav,2020-11-24,2020-11-24,0,2020-11-24,0
Kylekug/CS7630-SPR2020-AK-Shared,https://github.com/Kylekug/CS7630-SPR2020-AK-Shared,2020-01-23,2020-04-27,95,2020-01-23,95
LacombeJ/Draft_StateMachine,https://github.com/LacombeJ/Draft_StateMachine,2017-11-14,2017-11-15,1,2017-11-14,1
laibazahid26/exp_rob_assignment_1,https://github.com/laibazahid26/exp_rob_assignment_1,2020-11-13,2022-01-18,431,2020-11-13,431
LCAS/uol-openday-robot,https://github.com/LCAS/uol-openday-robot,2013-07-02,2013-08-02,31,2013-07-02,31
Learning-and-Intelligent-Systems/mit-ros-pkg,https://github.com/Learning-and-Intelligent-Systems/mit-ros-pkg,2016-08-15,2019-02-05,904,2016-08-15,904
lennonwoo/home,https://github.com/lennonwoo/home,2018-07-17,2018-10-11,86,2018-08-03,69
leoll2/RoboticManipulator,https://github.com/leoll2/RoboticManipulator,2020-06-22,2020-11-05,136,2020-06-22,136
leo-miura-robot/whill_rsj,https://github.com/leo-miura-robot/whill_rsj,2021-09-30,2021-09-30,0,2021-09-30,0
leonard-de-vinci/intelligent-drone-lab,https://github.com/leonard-de-vinci/intelligent-drone-lab,2016-06-28,2021-03-19,1725,2021-03-17,2
leonardodma/robo_agripino,https://github.com/leonardodma/robo_agripino,2020-10-04,2020-11-17,44,2020-10-04,44
leoyoon17/CMPUT-412-Competition-5,https://github.com/leoyoon17/CMPUT-412-Competition-5,2018-04-12,2018-04-19,7,2018-04-12,7
LFerOrtiz/tec_proyect,https://github.com/LFerOrtiz/tec_proyect,2021-04-26,2021-11-29,217,2021-11-29,0
lfvm0001/pmb2_UJA,https://github.com/lfvm0001/pmb2_UJA,2020-10-06,2021-07-08,275,2020-10-06,275
lhd-Sakura/ros_exploring,https://github.com/lhd-Sakura/ros_exploring,2017-12-08,2019-01-10,398,2020-09-21,-620
LHG93/xavier_carla,https://github.com/LHG93/xavier_carla,2021-06-09,2021-06-09,0,2021-06-09,0
lievech/lhn_ws,https://github.com/lievech/lhn_ws,2019-09-28,2019-09-28,0,2019-09-28,0
Lifelong-ML/ServiceRobots,https://github.com/Lifelong-ML/ServiceRobots,2017-04-26,2017-08-31,127,2017-04-26,127
LiHefan/move_demo,https://github.com/LiHefan/move_demo,2020-09-07,2020-10-16,39,2020-09-07,39
linhtn/ros-beginner,https://github.com/linhtn/ros-beginner,2018-11-16,2018-11-22,6,2018-11-22,0
longbowliu/robotStudy,https://github.com/longbowliu/robotStudy,2018-05-04,2018-05-15,11,2018-05-04,11
LorenzoCausa/exproblab_ass1,https://github.com/LorenzoCausa/exproblab_ass1,2021-10-28,2021-11-17,20,2021-10-28,20
LoweDavince/catkin_ws,https://github.com/LoweDavince/catkin_ws,2015-08-12,2015-08-12,0,2015-08-12,0
LoweDavince/roshydro,https://github.com/LoweDavince/roshydro,2015-08-12,2015-08-12,0,2015-08-12,0
lpetrich/experimental_mobile_robotics,https://github.com/lpetrich/experimental_mobile_robotics,2018-03-05,2018-05-01,57,2018-03-05,57
ltiseni94/DiffWheel_Robot_Control,https://github.com/ltiseni94/DiffWheel_Robot_Control,2020-11-25,2021-11-17,357,2020-11-25,357
luccabvs/APS4---RobCom,https://github.com/luccabvs/APS4---RobCom,2021-03-23,2021-04-02,10,2021-03-23,10
Luobokeng2021/Heihei,https://github.com/Luobokeng2021/Heihei,2021-09-17,2021-09-17,0,2021-09-17,0
Lygggggg/Upper-level-task-planning-of-Jaco-based-on-behavior-tree,https://github.com/Lygggggg/Upper-level-task-planning-of-Jaco-based-on-behavior-tree,2021-09-07,2021-09-07,0,2021-09-07,0
maf2418/Perceptbot,https://github.com/maf2418/Perceptbot,2019-06-21,2019-07-09,18,2019-06-21,18
mamoto/ROS-noetic-for-Mac-OSX-Catalina,https://github.com/mamoto/ROS-noetic-for-Mac-OSX-Catalina,2020-08-27,2020-08-27,0,2020-08-27,0
Manojkun1996/expro_ass1,https://github.com/Manojkun1996/expro_ass1,2021-07-31,2021-08-06,6,2021-07-31,6
Manojkun1996/expro_ass2,https://github.com/Manojkun1996/expro_ass2,2021-08-01,2021-08-06,5,2021-08-01,5
Manojkun1996/expro_ass3,https://github.com/Manojkun1996/expro_ass3,2021-08-01,2021-08-06,5,2021-08-01,5
Manojkun1996/SofarProject_SpeechGesture,https://github.com/Manojkun1996/SofarProject_SpeechGesture,2021-08-01,2021-08-04,3,2021-08-03,1
mantouRobot/share,https://github.com/mantouRobot/share,2011-06-20,2017-11-03,2328,2016-08-25,435
marcosvds/A4_RoboticaComputacional_2020.1,https://github.com/marcosvds/A4_RoboticaComputacional_2020.1,2020-03-13,2020-05-10,58,2020-03-13,58
marcosvds/P1_RoboticaComputacional_2020.1,https://github.com/marcosvds/P1_RoboticaComputacional_2020.1,2020-04-03,2020-05-29,56,2020-04-03,56
MarekWiejak/seismic_bot_public,https://github.com/MarekWiejak/seismic_bot_public,2021-09-15,2021-10-19,34,2021-09-15,34
marine0131/ros_ws,https://github.com/marine0131/ros_ws,2017-08-16,2017-09-28,43,2017-08-16,43
MarkLee634/RoboWorld2018_MobileHubo,https://github.com/MarkLee634/RoboWorld2018_MobileHubo,2020-05-29,2020-05-29,0,2020-05-29,0
MarkLee634/WorldRobotSummit,https://github.com/MarkLee634/WorldRobotSummit,2020-05-29,2020-05-29,0,2020-05-29,0
markusltnr/table_extractor,https://github.com/markusltnr/table_extractor,2020-12-02,2021-11-21,354,2021-11-08,13
marlonrodriguezpinto/ros-turtlebot-coop,https://github.com/marlonrodriguezpinto/ros-turtlebot-coop,2017-01-28,2017-01-28,0,2017-01-28,0
martinerk0/shuttlebot,https://github.com/martinerk0/shuttlebot,2022-01-06,2022-01-09,3,2022-01-06,3
matchRos/Collaborative_Transport,https://github.com/matchRos/Collaborative_Transport,2020-07-14,2021-05-12,302,2021-03-10,63
matchRos/MuR_Vision,https://github.com/matchRos/MuR_Vision,2020-03-11,2020-03-26,15,2020-03-11,15
matchRos/MuR-205,https://github.com/matchRos/MuR-205,2020-02-11,2020-02-13,2,2020-02-11,2
matchRos/showcase-application,https://github.com/matchRos/showcase-application,2021-04-29,2021-07-14,76,2021-04-29,76
matheus220/data_capture,https://github.com/matheus220/data_capture,2019-05-13,2019-07-01,49,2019-05-02,60
MathiasKoch/roberto_robot,https://github.com/MathiasKoch/roberto_robot,2016-02-29,2021-03-21,1847,2016-02-11,1865
Matt98x/Experimental_assignment_2,https://github.com/Matt98x/Experimental_assignment_2,2020-11-21,2020-12-14,23,2020-11-21,23
Matt98x/Experimental_assignment_3,https://github.com/Matt98x/Experimental_assignment_3,2020-12-21,2021-06-02,163,2020-12-21,163
Matt98x/Experimental_assignment1,https://github.com/Matt98x/Experimental_assignment1,2020-10-20,2020-11-06,17,2020-10-20,17
MaxIGL/my_work,https://github.com/MaxIGL/my_work,2021-01-19,2021-06-19,151,2021-01-19,151
mcdonalda1993/binocular_vision_alg,https://github.com/mcdonalda1993/binocular_vision_alg,2014-10-07,2014-11-06,30,2014-10-06,31
mdragone1/hsr-erl,https://github.com/mdragone1/hsr-erl,2020-03-03,2020-04-23,51,2020-08-19,-118
MedChebbi/Argus,https://github.com/MedChebbi/Argus,2021-02-02,2021-12-12,313,2020-11-30,377
MelihCelik00/ITU-Rover-Team-2019,https://github.com/MelihCelik00/ITU-Rover-Team-2019,2019-01-18,2019-11-14,300,2019-11-13,1
meliketanrikulu/FSM-ROS-DESICION-MAKING,https://github.com/meliketanrikulu/FSM-ROS-DESICION-MAKING,2021-05-30,2021-06-05,6,2021-05-30,6
metamorph-inc/centipede_models,https://github.com/metamorph-inc/centipede_models,2019-08-21,2019-08-29,8,2019-08-21,8
metamorph-inc/gazebo_motor_plugin_example,https://github.com/metamorph-inc/gazebo_motor_plugin_example,2019-08-27,2019-08-27,0,2019-08-27,0
metamorph-inc/hebi_arms,https://github.com/metamorph-inc/hebi_arms,2019-08-23,2019-08-29,6,2019-08-23,6
metamorph-inc/hebi_hexapod,https://github.com/metamorph-inc/hebi_hexapod,2019-08-26,2019-12-16,112,2019-08-26,112
metamorph-inc/hebi_quadpod,https://github.com/metamorph-inc/hebi_quadpod,2019-08-27,2019-08-29,2,2019-08-27,2
metamorph-inc/rickshaw,https://github.com/metamorph-inc/rickshaw,2019-08-27,2019-08-29,2,2019-08-27,2
mhwasil/tabletop_pointcloud_segmentation_ros,https://github.com/mhwasil/tabletop_pointcloud_segmentation_ros,2019-06-15,2019-06-15,0,2019-06-15,0
MickeyKen/behavioral_model_ros,https://github.com/MickeyKen/behavioral_model_ros,2019-04-15,2021-01-05,631,2019-04-15,631
micro-ROS/micro-ROS_warehouse_demo,https://github.com/micro-ROS/micro-ROS_warehouse_demo,2020-11-19,2021-11-26,372,2020-11-19,372
migueelnery/husky_cimatec_ws,https://github.com/migueelnery/husky_cimatec_ws,2020-01-28,2020-02-05,8,2020-01-28,8
miguelriemoliveira/amazon-inesc,https://github.com/miguelriemoliveira/amazon-inesc,2015-03-27,2015-04-13,17,2015-03-27,17
Miguelzaragoza/youngirobot,https://github.com/Miguelzaragoza/youngirobot,2021-02-25,2021-06-19,114,2021-02-25,114
MihirSPatil/MAS-Software-development-project,https://github.com/MihirSPatil/MAS-Software-development-project,2019-09-05,2019-09-05,0,2019-09-05,0
mikomoares/Projeto1-Alisson,https://github.com/mikomoares/Projeto1-Alisson,2019-03-25,2019-04-18,24,2019-03-25,24
miloknowles/farmsim,https://github.com/miloknowles/farmsim,2020-11-09,2022-01-17,434,2020-11-09,434
minhnh/hbrs_courses,https://github.com/minhnh/hbrs_courses,2013-03-18,2019-02-27,2172,2016-04-21,1042
minwoominwoominwoo7/turtlebot3_mbf_recovery,https://github.com/minwoominwoominwoo7/turtlebot3_mbf_recovery,2020-08-17,2020-08-18,1,2020-08-17,1
mirwox/robot17,https://github.com/mirwox/robot17,2017-02-10,2017-05-26,105,2017-02-10,105
mission-control-ros/mission_control,https://github.com/mission-control-ros/mission_control,2017-01-12,2018-02-15,399,2017-01-12,399
mkhuthir/Programing-Robots-ROS,https://github.com/mkhuthir/Programing-Robots-ROS,2016-02-20,2018-04-27,797,2016-02-20,797
MoyinOtubela/robot_controllers,https://github.com/MoyinOtubela/robot_controllers,2017-02-24,2017-03-29,33,2017-02-24,33
mrodriguez-robotnik/srs_ui_pro,https://github.com/mrodriguez-robotnik/srs_ui_pro,2012-08-01,2013-06-04,307,2012-08-01,307
MRwangmaomao/VSLAM,https://github.com/MRwangmaomao/VSLAM,2019-01-08,2019-04-01,83,2019-01-08,83
mtbthebest/rbx2,https://github.com/mtbthebest/rbx2,2017-06-20,2017-06-20,0,2017-06-20,0
mtfische/cmput412Team4-open,https://github.com/mtfische/cmput412Team4-open,2018-01-24,2018-04-19,85,2018-02-06,72
MuddSub/mission,https://github.com/MuddSub/mission,2020-02-03,2020-02-03,0,2020-02-03,0
mukmalone/hello_robot,https://github.com/mukmalone/hello_robot,2020-11-12,2021-06-28,228,2020-11-12,228
Musyue/spraying_robot,https://github.com/Musyue/spraying_robot,2019-04-01,2021-10-13,926,2019-04-01,926
Musyue/ur5_planning,https://github.com/Musyue/ur5_planning,2018-07-25,2019-06-17,327,2018-12-28,171
mwojtynek/ros-bin-detection,https://github.com/mwojtynek/ros-bin-detection,2021-02-20,2021-02-21,1,2021-02-20,1
myeongju2313/Humanoid2020FallHW,https://github.com/myeongju2313/Humanoid2020FallHW,2017-07-12,2020-08-26,1141,2020-08-26,0
myeongju2313/jet_walking_MJ,https://github.com/myeongju2313/jet_walking_MJ,2017-07-12,2021-03-09,1336,2021-03-09,0
mylxiaoyi/ros_distro,https://github.com/mylxiaoyi/ros_distro,2016-05-12,2016-05-14,2,2016-05-12,2
mylxiaoyi/ros_python3,https://github.com/mylxiaoyi/ros_python3,2015-02-16,2015-02-24,8,2015-02-16,8
mylxiaoyi/ros_qt5,https://github.com/mylxiaoyi/ros_qt5,2015-01-20,2015-10-02,255,2015-01-21,254
n17r4m/kobuki,https://github.com/n17r4m/kobuki,2017-01-25,2017-04-06,71,2017-01-25,71
nayoo30/robot,https://github.com/nayoo30/robot,2015-01-28,2018-09-25,1336,2019-04-16,-203
Nega0619/3-2-ROS,https://github.com/Nega0619/3-2-ROS,2021-04-12,2021-04-12,0,2021-04-12,0
Neowizard/komodo_speech,https://github.com/Neowizard/komodo_speech,2016-01-17,2016-04-04,78,2016-01-17,78
nfaction/ua-ros-pkg-nfaction,https://github.com/nfaction/ua-ros-pkg-nfaction,2009-12-04,2013-01-24,1147,2015-03-31,-796
nicedone/pirobot_rbx2,https://github.com/nicedone/pirobot_rbx2,2014-07-23,2016-04-27,644,2018-02-01,-645
NickolayGoloburdin/Demonstration,https://github.com/NickolayGoloburdin/Demonstration,2020-11-25,2021-12-24,394,2020-11-25,394
NickTziaros/Swarm,https://github.com/NickTziaros/Swarm,2020-11-11,2021-11-08,362,2019-09-25,775
Nihilianth/chessboard_ros,https://github.com/Nihilianth/chessboard_ros,2020-11-22,2021-03-29,127,2020-11-22,127
nilesh0109/PHRI_1920,https://github.com/nilesh0109/PHRI_1920,2019-10-15,2020-03-19,156,2020-05-01,-43
Nishida-Lab/rosbook_pkgs,https://github.com/Nishida-Lab/rosbook_pkgs,2017-06-12,2019-09-24,834,2017-06-12,834
NithaElizabeth/Behavioural-Architecture,https://github.com/NithaElizabeth/Behavioural-Architecture,2020-11-11,2021-03-01,110,2020-10-26,126
NithaElizabeth/Obstacle-Avoidance-SLAM,https://github.com/NithaElizabeth/Obstacle-Avoidance-SLAM,2021-02-25,2022-01-11,320,2021-02-25,320
nkc3g4/ROS_Service_Robot,https://github.com/nkc3g4/ROS_Service_Robot,2019-09-03,2021-01-27,512,2019-09-03,512
nkMengXin/ROS_project_restaurant,https://github.com/nkMengXin/ROS_project_restaurant,2019-06-07,2019-06-08,1,2019-06-07,1
nkuzqy/move_and_grasp,https://github.com/nkuzqy/move_and_grasp,2019-07-22,2019-07-23,1,2019-07-22,1
nkuzqy/rcjp2019,https://github.com/nkuzqy/rcjp2019,2019-08-26,2019-08-26,0,2019-08-26,0
noamyogev84/qtcopter,https://github.com/noamyogev84/qtcopter,2015-03-16,2016-01-17,307,2016-03-01,-44
noeperez/indires_navigation,https://github.com/noeperez/indires_navigation,2019-03-01,2021-10-27,971,2019-03-01,971
npiasco/number_recognition,https://github.com/npiasco/number_recognition,2014-08-04,2014-09-05,32,2014-08-04,32
Nrikolo/X8_AutoPilot,https://github.com/Nrikolo/X8_AutoPilot,2013-09-20,2013-10-28,38,2013-09-20,38
nucobot/lisa,https://github.com/nucobot/lisa,2015-04-15,2015-05-30,45,2015-04-15,45
nucobot/nucobot,https://github.com/nucobot/nucobot,2014-11-11,2015-04-18,158,2014-11-11,158
nuhanishat/contour-following,https://github.com/nuhanishat/contour-following,2020-12-11,2021-12-02,356,2020-12-11,356
NXROBO/spark,https://github.com/NXROBO/spark,2016-12-31,2022-01-20,1846,2016-12-30,1847
NXROBO/spark_noetic,https://github.com/NXROBO/spark_noetic,2021-03-04,2021-12-16,287,2021-03-04,287
oemergenc/ros-wander-bot,https://github.com/oemergenc/ros-wander-bot,2018-12-30,2019-01-07,8,2018-12-30,8
okadahiroyuki/trcp-old,https://github.com/okadahiroyuki/trcp-old,2014-12-14,2015-02-28,76,2014-12-14,76
okdhryk/trcp_hsr_css,https://github.com/okdhryk/trcp_hsr_css,2022-01-10,2022-01-13,3,2022-01-10,3
okdhryk/trcp_tutorial,https://github.com/okdhryk/trcp_tutorial,2021-12-20,2021-12-29,9,2021-12-20,9
olaals/turtlebot_pathfinder,https://github.com/olaals/turtlebot_pathfinder,2019-10-08,2019-10-20,12,2019-10-08,12
OmkarKabadagi5823/vitarana_drone,https://github.com/OmkarKabadagi5823/vitarana_drone,2021-04-28,2021-06-14,47,2021-04-28,47
Omotoye/Experimental-Robotics-Project,https://github.com/Omotoye/Experimental-Robotics-Project,2021-10-29,2021-11-24,26,2021-10-29,26
Omotoye/SciRoc2EP1,https://github.com/Omotoye/SciRoc2EP1,2021-08-06,2021-09-09,34,2021-08-06,34
OPBrother/aliengo_delivery,https://github.com/OPBrother/aliengo_delivery,2020-08-28,2022-01-06,496,2022-01-06,0
orsonl/MBZIRC_challenge2,https://github.com/orsonl/MBZIRC_challenge2,2017-05-06,2017-05-07,1,2017-05-06,1
OsamaMazhar/KURAbot,https://github.com/OsamaMazhar/KURAbot,2016-01-06,2016-01-06,0,2016-01-06,0
oscar-lima/autom_param_optimization,https://github.com/oscar-lima/autom_param_optimization,2017-04-05,2021-07-19,1566,2017-04-05,1566
oscar-lima/isr_planning,https://github.com/oscar-lima/isr_planning,2017-10-09,2018-04-03,176,2017-12-18,106
osrf/rosbook,https://github.com/osrf/rosbook,2015-10-15,2019-05-23,1316,2015-10-15,1316
Osseri/Group3-Socialrobot,https://github.com/Osseri/Group3-Socialrobot,2020-01-13,2021-02-15,399,2019-11-27,446
OSUrobotics/RLStateMachine,https://github.com/OSUrobotics/RLStateMachine,2014-05-13,2016-06-17,766,2014-05-13,766
OSUrobotics/rob599,https://github.com/OSUrobotics/rob599,2020-10-01,2020-11-25,55,2020-10-01,55
OSUrobotics/wheelchair-automation,https://github.com/OSUrobotics/wheelchair-automation,2014-05-14,2018-01-16,1343,2014-05-14,1343
osu-uwrt/riptide_autonomy,https://github.com/osu-uwrt/riptide_autonomy,2019-09-13,2020-04-02,202,2019-09-13,202
ozro/DumplingBot,https://github.com/ozro/DumplingBot,2018-11-15,2019-05-03,169,2018-11-15,169
PacktPublishing/ROS-Robotics-Projects-SecondEdition,https://github.com/PacktPublishing/ROS-Robotics-Projects-SecondEdition,2019-05-13,2021-01-19,617,2019-05-13,617
padmaja-kulkarni/taeke_msc,https://github.com/padmaja-kulkarni/taeke_msc,2020-02-25,2021-01-25,335,2020-11-16,70
PalouseRobosub/robosub,https://github.com/PalouseRobosub/robosub,2016-09-09,2018-10-05,756,2016-09-09,756
pal-robotics/reemc_tutorials,https://github.com/pal-robotics/reemc_tutorials,2013-02-28,2021-06-09,3023,2015-06-10,2191
panchoooon/atYamaguchi_ws,https://github.com/panchoooon/atYamaguchi_ws,2018-04-19,2018-04-19,0,2018-04-19,0
pandora-auth-ros-pkg/pandora_control,https://github.com/pandora-auth-ros-pkg/pandora_control,2014-04-03,2016-06-17,806,2014-02-26,842
pandora-auth-ros-pkg/pandora_ros_pkgs,https://github.com/pandora-auth-ros-pkg/pandora_ros_pkgs,2014-03-13,2015-11-04,601,2014-03-13,601
payamn/Robot_Describe,https://github.com/payamn/Robot_Describe,2017-11-10,2018-03-22,132,2017-11-10,132
Pearl-UTexas/gemini-Demos,https://github.com/Pearl-UTexas/gemini-Demos,2017-03-06,2017-09-11,189,2017-08-17,25
Pencilvesterr/ros_robot_controller,https://github.com/Pencilvesterr/ros_robot_controller,2021-02-16,2021-10-08,234,2021-09-17,21
people-robots/perl_baxter,https://github.com/people-robots/perl_baxter,2016-12-07,2017-04-01,115,2016-12-07,115
pepelepew71/my_smach_practice,https://github.com/pepelepew71/my_smach_practice,2020-06-05,2020-08-23,79,2020-06-05,79
pers0n4/ros_deu,https://github.com/pers0n4/ros_deu,2021-10-15,2021-12-03,49,2021-10-15,49
peterheim1/robbie_ros,https://github.com/peterheim1/robbie_ros,2015-02-05,2015-11-24,292,2015-02-05,292
peterpolidoro/Flyatar,https://github.com/peterpolidoro/Flyatar,2010-05-24,2011-03-11,291,2014-07-21,-1228
phdomingues/Robo,https://github.com/phdomingues/Robo,2018-09-11,2019-03-16,186,2018-09-11,186
pipperv/uchile_hsrb,https://github.com/pipperv/uchile_hsrb,2021-05-15,2021-05-23,8,2021-05-15,8
pirobot/rbx2,https://github.com/pirobot/rbx2,2014-07-23,2019-10-18,1913,2014-07-23,1913
PiusLim373/bigbox_flask,https://github.com/PiusLim373/bigbox_flask,2020-09-04,2020-12-21,108,2020-09-04,108
Playfish/cafe_demo,https://github.com/Playfish/cafe_demo,2017-04-25,2017-05-27,32,2017-04-25,32
poobik/paul-rtech,https://github.com/poobik/paul-rtech,2019-09-15,2019-09-16,1,2019-09-15,1
pourya-shahverdi/yale-ros-pkg,https://github.com/pourya-shahverdi/yale-ros-pkg,2012-02-21,2013-08-30,556,2016-01-02,-855
ppp2006/runbot_number0,https://github.com/ppp2006/runbot_number0,2014-03-23,2015-11-13,600,2015-11-13,0
PR2/linux_networking,https://github.com/PR2/linux_networking,2014-10-01,2021-03-02,2344,2013-12-19,2630
PR2/pr2_plugs,https://github.com/PR2/pr2_plugs,2010-05-21,2016-02-17,2098,2013-07-24,938
PRBonn/catkin_tools_fetch,https://github.com/PRBonn/catkin_tools_fetch,2016-11-14,2018-12-17,763,2016-11-14,763
programmatoroSeduto/ExperimentalRoboticsLab-Assignment-1,https://github.com/programmatoroSeduto/ExperimentalRoboticsLab-Assignment-1,2021-10-26,2021-11-10,15,2021-10-26,15
PROJ515/src,https://github.com/PROJ515/src,2018-03-23,2018-10-15,206,2018-03-23,206
project-srs/ros_lecture,https://github.com/project-srs/ros_lecture,2018-10-04,2022-01-20,1204,2018-10-03,1205
psh117/dyros_jet,https://github.com/psh117/dyros_jet,2017-07-12,2021-07-12,1461,2017-07-12,1461
Qaoud/EXP-ROB_ASSIGNMENT_2-3,https://github.com/Qaoud/EXP-ROB_ASSIGNMENT_2-3,2021-08-04,2021-08-05,1,2021-08-04,1
qtcopter-technion/qtcopter,https://github.com/qtcopter-technion/qtcopter,2015-03-16,2016-01-17,307,2016-03-01,-44
